textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
e9174e5bb2,"['noth', 'even', 'miss', 'lifestori']",negative,night,70-100,Guyana,786552.0,196850.0,4.0
0b6444627a,"['awesom', 'ruin', 'white', 'cloth', 'never', 'rememb', 'separ']",neutral,morning,0-20,Haiti,11402528.0,27560.0,414.0
960ade8bfd,"['weird', 'wake', 'bed', 'slightli', 'comfort', 'miss', 'group', 'im', 'love', 'use', 'pillow']",neutral,noon,21-30,Holy See,801.0,0.0,2003.0
a8bf8239bd,"['skip', 'could', 'get', 'messi', 'rofl']",neutral,night,31-45,Honduras,9904607.0,111890.0,89.0
33680fc87e,"['comput', 'geek', 'entertain', 'think']",positive,morning,46-60,Hungary,9660351.0,90530.0,107.0
e0264b2a5f,['miss'],negative,noon,60-70,Iceland,341243.0,100250.0,3.0
25ce655a84,"['that', 'good', 'sentenc']",positive,night,70-100,India,1380004385.0,2973190.0,464.0
25f1991c36,"['make', 'peopl', 'unhappi', 'dun', 'like', 'unhappi']",negative,morning,0-20,Indonesia,273523615.0,1811570.0,151.0
84fcf21a64,"['oh', 'god', 'look', 'use', 'twitter', 'hopeless']",negative,noon,21-30,Iran,83992949.0,1630000.0,52.0
7de5a7e4cc,"['studi', 'econ', 'test']",negative,night,31-45,Iraq,40222493.0,434320.0,93.0
389a3e653c,"['problem', 'think', 'great', 'thing', 'reflect']",positive,morning,46-60,Ireland,4937786.0,68890.0,72.0
4c0329867c,"['yeahi', 'hope', 'turn', '20', 'minut']",neutral,noon,60-70,Israel,8655535.0,21640.0,400.0
20a5175d49,"['see', 'unveil', 'new', 'lr', 'arrang', 'offici', 'event', 'plan']",neutral,night,70-100,Italy,60461826.0,294140.0,206.0
2785576a5b,"['iamkiara', 'im', 'sick', 'fell', 'last', 'night', 'outsid', 'coz', 'put', 'someth', 'bin']",negative,morning,0-20,Jamaica,2961167.0,10830.0,273.0
b7299d0e70,"['hear', 'cant', 'think', 'layout', 'either', 'lol', 'ive', 'tri', 'dont', 'know', 'long']",neutral,noon,21-30,Japan,126476461.0,364555.0,347.0
e035aa9fe3,"['yay', 'got', 'internet', 'itouch', 'work']",neutral,night,31-45,Jordan,10203134.0,88780.0,115.0
5eb31e181d,"['nice', 'elis', 'roll', 'tha', 'wassup', 'fun', 'ladi']",positive,morning,46-60,Kazakhstan,18776707.0,2699700.0,7.0
1281b062a4,"['safe', 'ride', 'coast', 'dont', 'go', '90', 'even', 'though', 'windi', 'smile', 'cuz', 'u', 'know', 'u', 'better']",positive,noon,60-70,Kenya,53771296.0,569140.0,94.0
54aa9ae3a8,"['sleeptak', 'twothi', 'better', 'work']",positive,night,70-100,Kiribati,119449.0,810.0,147.0
1d18c624f2,"['wear', 'glass', 'today', 'co', 'right', 'eye', 'swollen', 'dont', 'know']",negative,morning,0-20,Kuwait,4270571.0,17820.0,240.0
9fbf0d59cc,"['lafff', 'rain']",neutral,noon,21-30,Kyrgyzstan,6524195.0,191800.0,34.0
f2a92aa5ff,"['love', 'boy', 'make', 'happi', 'look', 'sexiest', 'plain', 'black', 'boxer', 'p']",positive,night,31-45,Laos,7275560.0,230800.0,32.0
0d737380e2,"['grrrrrrrrrrrrrr', 'ive', 'bare', 'read']",neutral,morning,46-60,Latvia,1886198.0,62200.0,30.0
592b350f6f,"['rocksteadi', 'pt', 'ii']",neutral,noon,60-70,Lebanon,6825445.0,10230.0,667.0
4363c63d9c,"['woohooo', 'cool', 'see', 'knew', 'u', 'would', 'get', 'see']",positive,night,70-100,Lesotho,2142249.0,30360.0,71.0
533a5604dc,"['2009', 'convent', 'doesnt', 'look', 'great', 'year', 'go', 'vega', 'sound', 'much', 'fun']",neutral,morning,0-20,Liberia,5057681.0,96320.0,53.0
437f792822,"['ye', 'blame']",negative,noon,21-30,Libya,6871292.0,1759540.0,4.0
de168e6328,"['pictur', 'zack', 'save', 'bell']",neutral,night,31-45,Liechtenstein,38128.0,160.0,238.0
d60072b03a,"['cant', 'fix', 'guess', 'ill', 'write', 'get', 'bore', 'watch', 'tv', 'man', 'lame']",negative,morning,46-60,Lithuania,2722289.0,62700.0,43.0
8986091fd3,"['wish', 'happi', 'mother', 'day', 'mom']",positive,noon,60-70,Luxembourg,625978.0,2590.0,242.0
3b743ded7e,"['potter', 'also', 'categori', 'hehe', '3', 'love', 'much']",positive,night,70-100,Madagascar,27691018.0,581795.0,48.0
79e7a9ed8e,"['googl', 'mayb', 'actual', 'knew', 'answer', 'lol', 'ps', 'put', 'uo', 'pic', 'alreadi', 'last', 'night', 'im', 'get', 'anxiou']",neutral,morning,0-20,Malawi,19129952.0,94280.0,203.0
dabac40552,"['super', 'excit', 'bought', 'tix', 'see', 'hey', 'monday', '620', 'svetlana', 'j', 'denverco']",positive,noon,21-30,Malaysia,32365999.0,328550.0,99.0
b0cae38eb0,"['woop', 'right', 'tri', 'get', '2', 'sleep', 'haha', '2', 'hot', 'good', 'nightt', 'x']",neutral,night,31-45,Maldives,540544.0,300.0,1802.0
96e77388b8,"['guy', 'neither', 'itã¯â¿â½', 'get', 'better']",positive,morning,46-60,Mali,20250833.0,1220190.0,17.0
3e9ba7f25b,"['tri', 'fireflight', 'first', 'femal', 'front', 'metal', 'awesom', 'unbreak', 'album', 'would', 'good', 'start']",positive,noon,60-70,Malta,441543.0,320.0,1380.0
4fb0995de8,"['how', 'possibl', 'rain', 'forecast', 'pinkpop', 'ticket']",neutral,night,70-100,Marshall Islands,59190.0,180.0,329.0
e711c03c57,"['im', 'sure', 'tweet', 'busi', 'simpl', 'thing', 'difficult']",negative,morning,0-20,Mauritania,4649658.0,1030700.0,5.0
52576ae085,"['june', '15', '1995', 'chino', 'hill', 'ca', '1', 'day', 'rain', 'n', 'june', 'socalw', 'outsid', 'grad', '2', 'move', '2', 'gym']",neutral,noon,21-30,Mauritius,1271768.0,2030.0,626.0
2b049dbcb1,"['walk', 'street', 'harlem', 'home', 'sweet', 'home']",positive,night,31-45,Mexico,128932753.0,1943950.0,66.0
adc5ea18b3,"['rod', 'stewart', 'new', 'song']",neutral,morning,46-60,Micronesia,115023.0,700.0,164.0
5c9645561c,"['like', 'clarifi', 'unabl', 'acc', 'review', 'vibrat', 'testrun', 'invitaiton', 'freebi']",negative,noon,60-70,Moldova,4033963.0,32850.0,123.0
ef329bc827,"['momma', 'martini', 'went', 'food', 'shop', 'without']",negative,night,70-100,Monaco,39242.0,1.0,26337.0
841a5cfcdf,"['live', 'small', 'market', 'deliv', 'dayold', 'bread', 'food', 'bank', 'time', 'realli', 'tough', 'even']",negative,morning,0-20,Mongolia,3278290.0,1553560.0,2.0
52eaf44b44,"['good', 'morn', 'friday', 'start', 'work', 'week', 'laker', 'go', 'take', '4th', 'w', 'tonight', 'woohoo', 'go', 'laker']",positive,noon,21-30,Montenegro,628066.0,13450.0,47.0
895de1648c,"['realli', 'tire', 'work', 'whole', 'day', 'tomorrow', 'thought', 'depress', 'uncoooool']",negative,night,31-45,Morocco,36910560.0,446300.0,83.0
9e972c1093,"['jame', 'cameron', 'touch', 'someth', 'revolution', 'someon', 'els', 'come', 'along']",negative,morning,46-60,Mozambique,31255435.0,786380.0,40.0
ebf2a10961,"['kno', 'im', 'sad', 'evry1', 'leavin', 'horribl', 'im', 'suppos', 'b', 'happi', 'summer', 'cant', 'ima', 'miss', 'evry1']",negative,noon,60-70,Myanmar (formerly Burma),54409800.0,653290.0,83.0
bd74c21c43,"['nacho', 'tudor', 'think']",neutral,night,70-100,Namibia,2540905.0,823000.0,3.0
a6aeb0b520,"['good', 'morn', 'dan', 'bday', 'plan', 'get', 'exercis', 'today', 'love', 'ya', 'see', 'nyc']",positive,morning,0-20,Nauru,10824.0,20.0,541.0
24afdc75e3,"['found', 'friend', 'son', 'fell', '25ft', 'shaft', 'onto', 'concret', 'today', 'aliv', 'least', 'dont', 'know', 'much', 'els']",neutral,noon,21-30,Nepal,29136808.0,143350.0,203.0
0d4d5b49b2,"['tire', 'sad']",negative,night,31-45,Netherlands,17134872.0,33720.0,508.0
78819d2e53,"['theyr', 'gone']",negative,morning,46-60,New Zealand,4822233.0,263310.0,18.0
91c44d5912,"['what', 'fault']",neutral,noon,60-70,Nicaragua,6624554.0,120340.0,55.0
11aa4945ff,"['wish', 'call', 'cant', 'malta']",positive,night,70-100,Niger,24206644.0,1266700.0,19.0
495299c926,"['hardli', 'work', 'last', 'two', 'week', 'lose', 'weight', 'fear', 'im', 'lose', 'muscl', 'made', 'doc', 'appt', 'injur', 'foot']",negative,morning,0-20,Nigeria,206139589.0,910770.0,226.0
7f3b118605,"['u', 'say', 'shoutout', 'nikki', 'pleas', 'soulja', 'boy', 'tell', 'em', 'live', 'live']",positive,noon,21-30,North Korea,25778816.0,120410.0,214.0
3da6270b02,"['hide', 'berri', 'like', 'slave', 'regularli', 'today', 'caught', 'massa', 'im', 'def', 'light', 'enough', 'juic', 'pour', 'slave']",neutral,night,31-45,North Macedonia,2083374.0,25220.0,83.0
9a2689017d,"['diamond', 'compã¯â¿â½tit', 'yaayi', 'tomorow', 'diamond', 'danc', 'best', 'still', 'montrã¯â¿â½al']",positive,morning,46-60,Norway,5421241.0,365000.0,15.0
5eea04087b,"['sit', 'wait', 'go', 'gymalmost', 'left', 'realiz', 'never', 'charg', 'ipod', 'trip', 'wisconsinit', 'dead']",neutral,noon,60-70,Oman,5106626.0,309500.0,16.0
7058fc87de,"['fighter', 'christina', 'aguilera', 'love', 'song']",positive,night,70-100,Pakistan,220892340.0,770880.0,287.0
95189cd3a8,"['warm', 'nice', 'outsid', 'suck', 'stuck', 'insid', 'code']",neutral,morning,0-20,Palau,18094.0,460.0,39.0
40ae4f1f0c,"['sunni', 'day', 'vivoc', 'yupz', 'shower', 'run', 'aircondit', 'mall']",neutral,noon,21-30,Palestine State,5101414.0,6020.0,847.0
d24c474353,"['know', 'law', 'rebel', 'small', 'thing']",positive,night,31-45,Panama,4314767.0,74340.0,58.0
b13981be78,"['thank', 'tweetstat', 'confirm', 'long', 'suspect', 'twitter', 'keep', 'way', 'late', 'ht']",positive,morning,46-60,Papua New Guinea,8947024.0,452860.0,20.0
44b0b41b62,"['babylov', 'em', 'homenagem', 'ao', 'babi']",positive,noon,60-70,Paraguay,7132538.0,397300.0,18.0
a2c8b8dad7,"['wont', 'go', 'oxford', 'internet', 'institut', 'sunner', 'doctor', 'programm', 'brisban', 'lack', 'fund']",negative,night,70-100,Peru,32971854.0,1280000.0,26.0
4d818fe6e0,"['dont', 'saw', 'movi']",neutral,morning,0-20,Philippines,109581078.0,298170.0,368.0
b8d9a368ae,"['ur', 'pic', 'nice', 'look', 'cuteoh']",positive,noon,21-30,Poland,37846611.0,306000.0,124.0
0010bcc0e2,"['watch', 'film', 'recov', 'oper']",positive,night,31-45,Portugal,10196709.0,91590.0,111.0
58c5bad2d3,"['day', 'comput', 'end', 'dang', 'hate', 'allow', 'comput']",negative,morning,46-60,Qatar,2881053.0,11610.0,248.0
7407e1cf5a,"['im', 'go', 'kill', 'tt', 'wast', 'hundr', 'download', 'realis', 'got', 'wrong', 'one']",negative,noon,60-70,Romania,19237691.0,230170.0,84.0
0e3d0b5ab5,"['guy', 'follow', 'rx', 'twitterwar', 'dd', 'go', 'ginoooo']",neutral,night,70-100,Russia,145934462.0,16376870.0,9.0
c0e5365bf0,"['school', 'go', 'absolut', 'horribl', 'today', 'peac', '09']",negative,morning,0-20,Rwanda,12952218.0,24670.0,525.0
0be9ed25f8,"['lucki', 'im', 'jealou', 'even', 'though', 'dont', 'like', 'much']",negative,noon,21-30,Saint Kitts and Nevis,53199.0,260.0,205.0
04095b70bd,['sadfac'],negative,night,31-45,Saint Lucia,183627.0,610.0,301.0
64b8d96644,"['get', 'feel', 'go', 'make', 'wait', 'get', 'home', 'tell', 'im', 'deni', 'vittl', 'bww']",neutral,morning,46-60,Saint Vincent and the Grenadines,110940.0,390.0,284.0
68bf3f1fec,"['hand', 'oop', 'complet', 'forgot']",negative,noon,60-70,Samoa,198414.0,2830.0,70.0
8e3b60deaa,"['problem', 'least', 'look', 'floor', 'wont', 'see', 'banana', 'skin', 'brain', 'step', 'almost', 'got', 'kill']",neutral,night,70-100,San Marino,33931.0,60.0,566.0
341ed728c7,"['dam', 'miss', 'hollyoak', '2nite']",negative,morning,0-20,Sao Tome and Principe,219159.0,960.0,228.0
f585c22106,"['there', 'relist', 'fee', 'dont', 'complet', 'sale', 'suck']",negative,noon,21-30,Saudi Arabia,34813871.0,2149690.0,16.0
888b3fdf3e,"['coach', 'imho', 'soft', 'best', 'keep', 'chao', 'straight']",positive,night,31-45,Senegal,16743927.0,192530.0,87.0
540f0477e3,"['childish', 'lol', 'co', 'one', 'said', 'pic', 'jake', 'earth', 'made', 'vomit']",neutral,morning,46-60,Serbia,8737371.0,87460.0,100.0
79852f9590,"['err', 'think', 'theyr', 'like', '15', 'buck', 'ticket', 'caus', '3d', 'expens']",negative,noon,60-70,Seychelles,98347.0,460.0,214.0
32b2c8b924,"['aww', 'stanley', 'still', 'got', 'live', 'like', '20', 'year', 'right', 'x']",neutral,night,70-100,Sierra Leone,7976983.0,72180.0,111.0
94e0366b6d,"['leon', 'look', 'supa', 'fli', 'mini', 'couch']",positive,morning,0-20,Singapore,5850342.0,700.0,8358.0
094681e31c,"['carter', 'hey', 'brian', 'littrel', 'doesnt', 'realli', 'like', 'kinda', 'page', 'rigth', 'kiss', 'loev', 'guy']",positive,noon,21-30,Slovakia,5459642.0,48088.0,114.0
6641548d60,"['go', 'uga', 'like', 'better', 'knew', 'ha']",positive,night,31-45,Slovenia,2078938.0,20140.0,103.0
b05be3118d,"['troubl', 'breath', 'painand', 'fever']",negative,morning,46-60,Solomon Islands,686884.0,28000.0,25.0
291b817092,"['im', 'feel', 'deflat', 'ugh', 'dog']",negative,noon,60-70,Somalia,15893222.0,627340.0,25.0
f837a046a9,"['grant', 'hey', 'donna', 'love', 'see', 'twitter']",positive,night,70-100,South Africa,59308690.0,1213090.0,49.0
a567459a1a,"['read', 'someth', 'happi']",positive,morning,0-20,South Korea,51269185.0,97230.0,527.0
4cc3d3824c,"['good', 'morn', 'rsa', 'twittervers', 'pleas', 'send', 'happi', 'vibe', 'cheer', 'today', 'im', 'feel', 'littl', 'sad']",neutral,noon,21-30,South Sudan,11193725.0,610952.0,18.0
e959cf04e4,"['clonecloud', 'actual', 'distant', 'processor', 'provis', 'like', 'idea']",neutral,night,31-45,Spain,46754778.0,498800.0,94.0
271bb5e6b7,"['well', 'nice', 'love', 'new', 'friend', 'organis']",positive,morning,46-60,Sri Lanka,21413249.0,62710.0,341.0
c8b610923d,['recess'],neutral,noon,60-70,Sudan,43849260.0,1765048.0,25.0
27d0c01bc2,"['reeealli', 'wish', 'could', 'havent', 'n', 'whilewhat', 'goin', 'late']",positive,night,70-100,Suriname,586632.0,156000.0,4.0
b86d2cca27,"['also', 'swirli', 'flat', 'white']",neutral,morning,0-20,Sweden,10099265.0,410340.0,25.0
9c11756ef3,"['post', 'world', 'pinhol', 'day', 'love', 'pictur']",positive,noon,21-30,Switzerland,8654622.0,39500.0,219.0
7bad0b9772,"['oh', 'poor', 'atleast', 'get', 'paid', 'stay', 'back']",neutral,night,31-45,Syria,17500658.0,183630.0,95.0
c6881ba0e1,"['ghunght', 'mein', 'chanda', 'hai', 'phir', 'bhi', 'hai', 'phela', 'chaaron', 'aur', 'ujala', 'love', 'songggggg', 'ps', 'got', 'lost', 'morrison']",neutral,morning,46-60,Tajikistan,9537645.0,139960.0,68.0
81622f137d,"['look', 'sooooo', 'pretti', 'love', 'dang', 'wish', 'ny', 'could', 'c', 'u', 'ur', 'thang']",positive,noon,60-70,Tanzania,59734218.0,885800.0,67.0
82cdd851b7,"['lmao', 'yep']",neutral,night,70-100,Thailand,69799978.0,510890.0,137.0
911bd25026,"['aaaaaaaa', 'hate', 'winshit']",negative,morning,0-20,Timor-Leste,1318445.0,14870.0,89.0
a64b23f5e4,"['ugh', 'hate', 'car', 'miss', 'littl', 'ford', 'focu']",negative,noon,21-30,Togo,8278724.0,54390.0,152.0
30e7967de4,"['everi', 'mom', 'mommi', 'mother', 'happi', 'mother', 'day', 'hope', 'someth', 'special', 'fun', 'today']",positive,night,31-45,Tonga,105695.0,720.0,147.0
f45a9649fb,"['go', 'work']",neutral,morning,46-60,Trinidad and Tobago,1399488.0,5130.0,273.0
da5c3fa1ef,"['soo', 'love', 'beyonc', 'song', 'smash']",positive,noon,60-70,Tunisia,11818619.0,155360.0,76.0
22e5e3cad2,"['back', 'pakistan']",neutral,night,70-100,Turkey,84339067.0,770000.0,110.0
3ba549158f,[],neutral,morning,0-20,Turkmenistan,6031200.0,469930.0,13.0
a975e49753,"['huge', 'headachegoodnight']",neutral,noon,21-30,Tuvalu,11792.0,30.0,393.0
c3541b6a2f,['suck'],negative,night,31-45,Uganda,45741007.0,199810.0,229.0
40e1ca4ab0,"['that', 'said']",neutral,morning,46-60,Ukraine,43733762.0,579320.0,75.0
08d8063529,"['good', 'time', 'must', 'sleep', 'lol', 'gym', 'danc', 'rehears', 'like', '5', 'hour']",positive,noon,60-70,United Arab Emirates,9890402.0,83600.0,118.0
36aabd3627,"['trip', 'realli', 'great', 'cant', 'beliv', 'summer']",neutral,night,70-100,United Kingdom,67886011.0,241930.0,281.0
8f851c59f6,"['halla', 'ok', 'got', 'cold', 'tri', 'ignor']",neutral,morning,0-20,United States of America,331002651.0,9147420.0,36.0
a351659f85,"['tweet', 'alli', 'court', 'last', 'time', 'sad', 'sad', 'moment']",negative,noon,21-30,Uruguay,3473730.0,175020.0,20.0
33ae501ac5,"['iddon', 'blerrrrrrrrrrgh', 'im', 'hot', 'sticki']",negative,night,31-45,Uzbekistan,33469203.0,425400.0,79.0
3775f77081,"['dinner', 'eat', 'bangu', 'fish']",neutral,morning,46-60,Vanuatu,307145.0,12200.0,25.0
cff0e3e256,"['feel', 'ill', 'think', 'im', 'dehydr']",negative,noon,60-70,Venezuela,28435940.0,882050.0,32.0
0ac7e72578,"['biolog', 'final', 'today', 'home', 'prepar', 'psycholog']",neutral,night,70-100,Vietnam,97338579.0,310070.0,314.0
b854daaaf8,"['think', 'steph', 'enjoy', 'first', 'mother', 'day', 'tomorrow']",positive,morning,0-20,Yemen,29825964.0,527970.0,56.0
85117f3ab3,"['got', 'home', 'school', 'assign']",neutral,noon,21-30,Zambia,18383955.0,743390.0,25.0
daa651cfd4,"['lt', 'train', 'today', 'ehhh', 'hard', 'tall', 'hard', 'feel', 'good', 'sunday', 'race', 'day', 'rain', 'lost', 'mud']",positive,night,31-45,Zimbabwe,14862924.0,386850.0,38.0
85de235e0e,"['who', 'go', 'see', 'reemer', 'wednesdayi', 'kirsti', 'go', 'im', 'well', 'exit']",positive,morning,46-60,Afghanistan,38928346.0,652860.0,60.0
a8e51d1a43,"['miss', 'u', 'roommat']",negative,noon,60-70,Albania,2877797.0,27400.0,105.0
28825fc1f9,"['jersey', 'weather', 'good', 'chariti', 'drive']",positive,night,70-100,Algeria,43851044.0,2381740.0,18.0
0796ce6ac4,"['oh', 'didnt', 'realiz', '830', 'well', 'alreadi', 'work', 'today', 'still', 'car', 'dont', 'ask']",neutral,morning,0-20,Andorra,77265.0,470.0,164.0
416726e6d2,"['im', 'sure', 'would', 'make', 'mr', 'koon', 'happi']",positive,noon,21-30,Angola,32866272.0,1246700.0,26.0
0e4bcb3a52,"['happi', 'mother', 'day', 'valk']",positive,night,31-45,Antigua and Barbuda,97929.0,440.0,223.0
dd77d3f5cd,"['know', 'im', 'wrong', 'give', 'one', 'chanc', 'senti']",neutral,morning,46-60,Argentina,45195774.0,2736690.0,17.0
bf46ac3c7f,"['would', 'like', 'game', 'system']",positive,noon,60-70,Armenia,2963243.0,28470.0,104.0
3742419885,"['ive', 'sinc', '3', 'im', '8', 'hour', 'tomorrow']",neutral,night,70-100,Australia,25499884.0,7682300.0,3.0
a203734990,"['rosaen', 'love', 'new', 'bracelet', 'im', 'proud', 'sistay', 'rock', 'girli']",positive,morning,0-20,Austria,9006398.0,82400.0,109.0
2b70bcd0ad,"['go', 'home', 'enjoy', 'left', 'day', 'cant', 'believ', 'quickli', 'week', 'flew', 'time', 'tweet']",positive,noon,21-30,Azerbaijan,10139177.0,82658.0,123.0
50dd008fb5,"['laze', 'bank', 'holiday', 'law']",neutral,night,31-45,Bahamas,393244.0,10010.0,39.0
c501544be4,"['potluck', 'daniel', 'take', 'veggi', 'tray', 'miss']",negative,morning,46-60,Bahrain,1701575.0,760.0,2239.0
5b5be601c2,"['think', 'cold', 'get', 'wors', 'better', 'cant', 'stop', 'cough', 'realli', 'suck']",negative,noon,60-70,Bangladesh,164689383.0,130170.0,1265.0
ddb4330613,"['time', 'start', 'unfollow', 'peopl', 'think']",neutral,night,70-100,Barbados,287375.0,430.0,668.0
cc0ad12b7c,"['tix', 'limboa', 'usual', 'upssuck']",negative,morning,0-20,Belarus,9449323.0,202910.0,47.0
4aac092937,"['oooh', 'gosh', 'googl', 'wave', 'look', 'pretti', 'sexi', 'lunch', 'time', 'though', 'back', 'powerpoint', 'significantli', 'less', 'sexi']",neutral,noon,21-30,Belgium,11589623.0,30280.0,383.0
a1ae4e2000,"['go', 'bq', 'new', 'outdoor', 'furnitur']",neutral,night,31-45,Belize,397628.0,22810.0,17.0
8b37012287,"['sachi', 'yna', 'doesnt', 'know', 'password', 'yet']",neutral,morning,46-60,Benin,12123200.0,112760.0,108.0
856bb40ae0,"['interview', 'pick', 'ny', 'probabl', 'forgot', 'blogtalk', 'radio']",negative,noon,60-70,Bhutan,771608.0,38100.0,20.0
cad8db609a,"['hard', 'time', 'fall', 'asleep']",negative,night,70-100,Bolivia,11673021.0,1083300.0,11.0
93a199b78f,"['oh', 'kasa', 'pleas', 'lose', 'hair']",negative,morning,0-20,Bosnia and Herzegovina,3280819.0,51000.0,64.0
dd49f1179d,"['im', 'think', 'bout', 'life', 'need', 'bed', 'fianc', 'bed', 'first']",neutral,noon,21-30,Botswana,2351627.0,566730.0,4.0
5f455a3147,"['flat', 'tire', 'citi']",neutral,night,31-45,Brazil,212559417.0,8358140.0,25.0
1d5d10eedf,"['hate', 'exam', 'first', 'time', 'last', 'time', 'school', 'im', '10', 'year', 'yaaaay']",neutral,morning,46-60,Brunei,437479.0,5270.0,83.0
16357f7283,"['hope', 'u', 'alright', 'final']",positive,noon,60-70,Bulgaria,6948445.0,108560.0,64.0
5657eb8429,"['hey', 'socialmediatv', 'im', 'new', 'record', 'show', 'viewabl', 'later', 'thank', 'social', 'media', 'tv', 'live']",positive,night,70-100,Burkina Faso,20903273.0,273600.0,76.0
65c7eae9b6,"['hello', 'everyon', 'im', 'sit', 'rock', '9412', 'sam', 'air', 'best', 'classic', 'rock', 'station', 'twitter']",positive,morning,0-20,Burundi,11890784.0,25680.0,463.0
ebb86c4db5,"['schwarzenegg', 'propos', 'close', '220', 'state', 'park']",neutral,noon,21-30,Côte d'Ivoire,26378274.0,318000.0,83.0
5bf798868a,"['bambi', 'eat']",neutral,night,31-45,Cabo Verde,555987.0,4030.0,138.0
756d255e40,"['home', 'pukey', 'boy', 'poor', 'littl', 'babi']",negative,morning,46-60,Cambodia,16718965.0,176520.0,95.0
4d21d7611c,"['he', 'amaz', 'jockey', 'saw', 'clydesdal', 'commerci', 'toolov']",positive,noon,60-70,Cameroon,26545863.0,472710.0,56.0
131bc4a304,"['let', 'know', 'goe', 'babe', 'good', 'luck']",positive,night,70-100,Canada,37742154.0,9093510.0,4.0
0a2c386597,"['good', 'morn', 'sinc', '4am', 'quiet']",positive,morning,0-20,Central African Republic,4829767.0,622980.0,8.0
71617c28b6,"['amaz', 'night', 'drive']",positive,noon,21-30,Chad,16425864.0,1259200.0,13.0
656e4dfa55,"['sam', 'go', 'shoot', 'self']",negative,night,31-45,Chile,19116201.0,743532.0,26.0
fb08563a7b,"['midnight', 'icecream', 'weather', 'bore']",negative,morning,46-60,China,1439323776.0,9388211.0,153.0
5c04a86c88,"['gun', 'rose', 'babi', 'yay', 'hopin', 'would', 'blipfm']",positive,noon,60-70,Colombia,50882891.0,1109500.0,46.0
94c3127153,"['kinda', 'like', 'car', 'situat', 'late', 'prevent', 'particip', 'due', 'carless']",negative,night,70-100,Comoros,869601.0,1861.0,467.0
226c11669d,"['sooo', 'children', 'museum', 'close', 'fund', 'raiser', 'got', 'annoy']",negative,morning,0-20,Congo (Congo-Brazzaville),5518087.0,342000.0,16.0
79e554fd60,"['free', 'good', 'nite', 'mean', 'good', 'nite', 'wateva']",positive,noon,21-30,Costa Rica,5094118.0,51060.0,100.0
582e5d7420,"['pull', 'direct', 'know', 'go']",negative,night,31-45,Croatia,4105267.0,55960.0,73.0
f18ed21359,"['im', 'senior', 'alreadi']",neutral,morning,46-60,Cuba,11326616.0,106440.0,106.0
206aba0edd,"['yea', 'someon', 'get', 'best']",negative,noon,60-70,Cyprus,1207359.0,9240.0,131.0
1f2445122f,"['clean', 'day', 'today', 'run', 'stuff', 'set', 'schedul', 'week', 'feel', 'much', 'better', 'calmer']",positive,night,70-100,Czechia (Czech Republic),10708981.0,77240.0,139.0
ee100f96c1,"['use', 'yahoo', 'pipe', 'combin', 'feed', 'doabl', 'reliabl', 'guess']",positive,morning,0-20,Democratic Republic of the Congo,89561403.0,2267050.0,40.0
e939fe583c,"['sometim', 'spam', 'leak', 'messag', 'board']",neutral,noon,21-30,Denmark,5792202.0,42430.0,137.0
a1f42c0c89,"['that', 'odd', 'lap', 'mayb', 'that', 'cat']",negative,night,31-45,Djibouti,988000.0,23180.0,43.0
2cebd75ed4,"['cuz', 'feel', 'way']",neutral,morning,46-60,Dominica,71986.0,750.0,96.0
5921dbcbf3,"['leav', 'work', 'go', 'crystal', 'search', 'licens', 'pick', 'bia', 'head', 'vega', 'ugh', 'im', 'tire', 'alreadi']",negative,noon,60-70,Dominican Republic,10847910.0,48300.0,225.0
e1db1eab6e,"['final', 'xmen', 'origin', 'wolverin', 'arriv', 'time', 'play', 'game', 'like', 'mad', 'man', 'time', 'review', 'patrick']",neutral,night,70-100,Ecuador,17643054.0,248360.0,71.0
982b1c05d3,"['love', 'album', 'guy', 'cant', 'wait', 'offici', 'releas', 'curiou', 'top', '3', 'softsynthsdaw', 'use']",positive,morning,0-20,Egypt,102334404.0,995450.0,103.0
afd2159e57,"['thank', 'nice', 'blog', 'post', 'howev', 'given', 'cred', 'sinc', 'done', 'least', 'half', 'work']",positive,noon,21-30,El Salvador,6486205.0,20720.0,313.0
533d941f5f,"['chirstina', 'said', 'she', 'gunna', 'twitter', 'partner']",neutral,night,31-45,Equatorial Guinea,1402985.0,28050.0,50.0
38c4f74767,"['yr', 'cowork', 'hog', 'jukebox', 'union', 'jack']",neutral,morning,46-60,Eritrea,3546421.0,101000.0,35.0
f50fcc36b5,"['love', 'much', 'tay', 'your', 'amaz', '3', 'come', 'denmark', 'love']",positive,noon,60-70,Estonia,1326535.0,42390.0,31.0
676b733c57,"['buy', 'pretti', 'shini', 'bead', 'thing', 'feel', 'quit', 'girlish']",neutral,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164.0,17200.0,67.0
1aa65233b0,"['enjoy', 'cool', 'breez', 'beach', 'help', 'relax', 'unwind']",positive,morning,0-20,Ethiopia,114963588.0,1000000.0,115.0
f422f53b7f,"['shuld', 'danc', 'like', 'serious', 'best', 'thing', 'haha', 'see', 'yu', 'tomoro']",positive,noon,21-30,Fiji,896445.0,18270.0,49.0
04887b5405,"['cant', 'stevi', 'wonder', 'gabe', 'call', 'sleepyp', 'gabi']",neutral,night,31-45,Finland,5540720.0,304000.0,18.0
